,generator_training_loss,discriminator_loss
0,0.7886936151845336,1.0188380315863417
1,0.7110348474644216,0.9335911857858361
2,0.4843853880630802,1.0450846864716639
3,0.4200796354713849,1.1063509923273116
4,0.4239647480315349,1.1069160529337185
5,0.3680240570855218,1.1323181894025671
6,0.33583610608054976,1.1341127937852413
7,0.35908007523395613,1.1041550431294274
8,0.393222771911368,1.1114892400467211
9,0.4041682965742286,1.1147836289370847
10,0.41631583644937914,1.1000828939477116
11,0.4192808855608859,1.0743840609076747
12,0.4581881372626953,1.057651499567133
13,0.46261187182920027,1.0524693604349216
14,0.45693605334878257,1.0366219580173492
15,0.47413220932857475,1.0159679158684094
16,0.4971519825568676,1.022613516258047
17,0.48713375863443814,1.0024677637445314
18,0.4710449069380129,1.0100451381884654
19,0.49616132887686015,0.985307616728928
20,0.5570191505661852,0.9722176557793886
21,0.5801067158288361,0.9396118552537108
22,0.6186085933851292,0.9288008700033078
23,0.6338512032644211,0.9210776520047425
24,0.6133689947605449,0.931780826661678
25,0.6253252500165694,0.9146832808208544
26,0.5987202049109298,0.919324197585542
27,0.6298606266596255,0.9139621416387659
28,0.6326007670354775,0.9047644758185626
29,0.6895016484636549,0.8888424168103287
30,0.6588612614289084,0.8791231344702192
31,0.678033832685313,0.8979693842837746
32,0.6824074398844633,0.8691692059858115
33,0.6682113425437279,0.8683407687761965
34,0.6480065551332176,0.8783724544343661
35,0.6440728995812406,0.868849568913016
36,0.6679443179386096,0.8691883267380887
37,0.6835366909520453,0.8726114511684179
38,0.6557415387674426,0.8637382068474699
39,0.632085648718265,0.8755261731905576
40,0.6384676448657757,0.8697139345589165
41,0.7038868323891456,0.8625807403400844
42,0.6893505970139083,0.8595776274958178
43,0.6531644390126312,0.8547862274868273
44,0.6686349823317979,0.8591399937018012
45,0.6724957837931927,0.8610130944384146
46,0.6914940357007869,0.8544543630822267
47,0.6809643043331141,0.8515173394746088
48,0.6899920861497096,0.8597790750431257
49,0.6469488835255232,0.8483385526512149
50,0.62778272676208,0.8591763279791663
51,0.6940522545549378,0.8572098106364457
52,0.6845643657677866,0.8523748595003394
53,0.6377320350303384,0.8561572860243268
54,0.6213770656745513,0.8585460797353013
55,0.6676319120717467,0.8600670684132036
56,0.625579376268552,0.8675688131125652
57,0.6299509200546055,0.8512740521141448
58,0.6610046362727516,0.8473769703480706
59,0.6631550202943148,0.8628812264696601
60,0.6372086463318477,0.861339867625085
61,0.6517541239124639,0.8447540928992976
62,0.627648828828976,0.863490711845998
63,0.6230189798683681,0.8467901489213898
64,0.6263533385308079,0.8538434901369619
65,0.6442105077061356,0.858524694929496
66,0.6174127197268053,0.8536811873450353
67,0.6410697534006353,0.856960438671594
68,0.6377040584857812,0.8539751500449922
69,0.644966858676722,0.847501616290457
70,0.6368870199828757,0.8626094595290047
71,0.5957513790070622,0.8479912165178938
72,0.6106383955658709,0.8634312109628536
73,0.6044348840250314,0.8554772123050768
74,0.6191453831338649,0.8628743664948262
75,0.6185891080902739,0.8670553184420283
76,0.6263968086078119,0.8478879451314512
77,0.600990200394001,0.8611731032044692
78,0.6093527328408191,0.855291104306996
79,0.6297571811302829,0.8521626487483606
80,0.64439133918725,0.8425085928834544
81,0.5843900668919815,0.8570474977161016
82,0.6552235289296923,0.8427676416405255
83,0.5927826802921045,0.8617230283359055
84,0.575562512242488,0.8520980321884932
85,0.6122848683483929,0.8520636635528119
86,0.589077573908704,0.8479315168311563
87,0.6086783622829479,0.8540317121811193
88,0.6288699950558341,0.8642251270761699
89,0.6047134920628324,0.8456479535174739
90,0.5965668507005348,0.8423199639295114
91,0.5511483827191417,0.8676465915147134
92,0.5949970494740215,0.8526757079940942
93,0.604087765513029,0.8460288639222109
94,0.598168833557738,0.8526402090804404
95,0.6085022355626415,0.8471956417486739
96,0.5613435214801336,0.8546681500054416
97,0.6225389316010106,0.8511658386185389
98,0.5621796111859375,0.8620312261989472
99,0.547133921291497,0.8696304402316404
